verkauf_id,produkt_id,datum,menge,preis,umsatz
1789,P005,2023-11-25,53,43.05,2281.65
1790,P005,2023-11-26,30,47.81,1434.3
1791,P005,2023-11-27,55,40.51,2228.05
1792,P005,2023-11-28,42,47.5,1995.0
1793,P005,2023-11-29,39,44.5,1735.5
1794,P005,2023-11-30,37,46.85,1733.45
1795,P005,2023-12-01,58,41.09,2383.22
1796,P005,2023-12-02,53,41.89,2220.17
1797,P005,2023-12-03,53,45.85,2430.05
1798,P005,2023-12-04,52,45.92,2387.84
1799,P005,2023-12-05,34,44.71,1520.14
1800,P005,2023-12-06,37,46.89,1734.93
1801,P005,2023-12-07,44,40.79,1794.76
1802,P005,2023-12-08,48,45.27,2172.96
1803,P005,2023-12-09,42,46.64,1958.88
1804,P005,2023-12-10,33,47.8,1577.4
1805,P005,2023-12-11,50,38.75,1937.5
1806,P005,2023-12-12,55,43.62,2399.1
1807,P005,2023-12-13,35,48.69,1704.15
1808,P005,2023-12-14,43,38.4,1651.2
1809,P005,2023-12-15,47,39.16,1840.52
1810,P005,2023-12-16,59,44.41,2620.19
1811,P005,2023-12-17,62,40.21,2493.02
1812,P005,2023-12-18,30,49.1,1473.0
1813,P005,2023-12-19,58,38.81,2250.98
1814,P005,2023-12-20,50,44.58,2229.0
1815,P005,2023-12-21,35,43.87,1535.45
1816,P005,2023-12-22,44,48.56,2136.64
1817,P005,2023-12-23,50,42.81,2140.5
1818,P005,2023-12-24,45,41.54,1869.3
1819,P005,2023-12-25,49,44.15,2163.35
1820,P005,2023-12-26,41,47.15,1933.15
1821,P005,2023-12-27,44,45.85,2017.4
1822,P005,2023-12-28,51,41.57,2120.07
1823,P005,2023-12-29,51,38.25,1950.75
1824,P005,2023-12-30,38,45.69,1736.22
1825,P005,2023-12-31,41,45.37,1860.17
